,review,condition,drugName
34095,"""I was taking Xanax... mgs three times everyday for over  years. My Dr wanted me to wean off of it so to help thru the process she had me take mgs per day of Lexapro (escitolopram).  I kept taking the Lexapro for -/ years. During this time my Dr raised the dosage to  mgs daily. Lexapro wasn&#;t the medicine for me. It caused more anxiety, mood swings and weight gain along with not feeling like myself. With the help of my Dr I weaned off Lexapro over a period of  weeks. After the nd day of not taking Lexapro I started with constant brain zaps, fatigue, dizziness with vertigo and felt overall awful. This continued for the next  weeks but the withdrawal symptoms lessened each week. I am now at the th week and feel wonderful!""",2,3
34182,"""This medicine has a lot of pros and cons. The pro is that your skin will clear almost completely and the con is that you will have dry lips and palms and joint pain. But I think it&#;s a fair trade.""",0,5
34420,"""Blood sugar has gone through the roof. From normal range (for me, about  pre-meal to ish  hours after a meal) to steadily around .  Some weight gain.

Mood is improved quite a bit, so high marks for that.

Sexual side effects are extremely frustrating. Everyone says they will diminish in time, but it&#;s been  months. Not a problem with ED or stamina, but getting to orgasm has proven elusive. 

The blood sugar is the major concern, so if my doctor can help me get that under control I may continue. Otherwise I&#;ll talk with my psychiatrist about dumping it.""",2,3
34527,"""I have suffered with insomnia for years and no medications improved my condition until I started using Gabapentin. I have been taking it for  days and my quality of sleep has greatly improved. I used to wake up - times per night and found it hard to fall back asleep. Gabapentin puts me to sleep and I am enjoying deeper, more restful REM stages. I highly recommend it for this condition. I was prescribed this for chronic pain and this is a great bonus. Like the other reviewer it will cause residual grogginess the next day for several hours. Extra caffeine is definitely needed!""",3,4
34548,"""I had spinal fusion in lower lumbar region  years ago.  I was fine until August &#;.  I had such severe sciatic pain doctor progressively put me on Ultram ER mg x / day.  It worked great.  Pain went away after  months.  I stopped taking Ultram and now I am dealing with withdrawal symptoms.  PAY ATTENTION to warnings about long term usage.""",4,7
34681,"""I had a  week gestational premature baby. I was on severe bed rest with an existing compressed disk. My L ripped/ruptured and leaks fluid. The surgery to get my daughter out was very invasive and they gave me a spinal tap in my C/. They hit a nerve big time. So I am in constant pain. My daughter is fine now. However, I too take pain medicine, which I prefer not to. Vicodin, Norco, Percocet, tramadol and now Gabapentin. Which really works! Very well. Helps the anxiety pain puts you through. Helps withdrawal from pain meds. At first it gets you loopy but your body begins to adapt. But its worth not being on a narcotic for years.

""",4,4
34683,"""This med helped me to go back to a stressful job after burnout.I am so grateful to have had this to deal with stress++++.I was able to function well.but not get panicked or be exhausted by the stressful
Work in a hospital..mg per day was so helpful.""",2,1
34762,"""In England my mother took me to the doctor and being a nurse herself knew I had ADHD.  The doctors wanted to put me on Ritalin but my mother said no, I would grow out of it eventually. In the US my attention from high school through college became worse, and I got into a lot of trouble. My grades were horrible in high school through college, even work. I had to take classes two to three times over again. The only way I would remember daily things was to write it down.  Now at , I got help, and I am able to focus, complete tasks, remember without asking ten times, and sit still.  It&#;s never too late for help.  Just wish I would of done this  years ago. My anger has subsided also with no side effects.""",1,6
34789,"""I am trying to get off benzoids after taking clonazepam for over  years. I am having extreme difficulties. (extreme to the point of life-threatening)
I am using a shorter (effective) half life than the  to  hours  for clonazepam. I&#;m over the DTs but life is now truly hell.
.
Frankly, I&#;m going through a quasi-living hell. My desire to stop clonazepam stems from a desire to cut down the &#;zombie&#; feeling all day,and sleeping the clock around.  It&#;s been  days now and I&#;m not really sure I&#;m going to make it. I would advise any one thing if clonazepam (or any other benzoid) 
is considered: DON&#;T EVEN START! You&#;ll regret it. It has destroyed my life.""",2,2
34827,"""I am a  yo woman, diagnosed with ADHD, inattentive type, this past summer, about three days after my son was diagnosed ADHD.  After a consultation with a psychopharmacologist, I started taking Vyvanse about three months ago.  I also take  mg of Neurontin x daily, which keeps any anxiety issues I may have (an issue that can be magnified by the Vyvanse) at bay.  I couldn&#;t be happier with the Vyvanse--started at  mg and am now at .   Realizing that I had ADD changed my life--suddenly, my difficulties all made sense!  The pill isn&#;t magic--but taking it daily has given me the ability to use the tools I knew I should use and couldn&#;t before (things like a calendar, or my checkbook register, or a budget, or a watch...).""",1,6
